หลักทรัพย์,บริษัท,ตลาด,กลุ่มอุตสาหกรรม,หมวดธุรกิจ,ที่อยู่,รหัสไปรษณีย์,โทรศัพท์,โทรสาร,เว๊บไซต์
BBL,ธนาคารกรุงเทพ จำกัด (มหาชน),SET,ธุรกิจการเงิน,ธนาคาร,333 ถนนสีลม เขตบางรัก กทม.,10500,0-2231-4333,0-2231-4890,www.bangkokbank.com
BC,บริษัท บูทิค คอร์ปอเรชั่น จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,170/67 อาคารโอเชี่ยนทาวเวอร์ 1 ชั้น 21 ซอยสุขุมวิท 16 (สามมิตร) ถนนรัชดาภิเษก แขวงคลองเตย เขตคลองเตย กทม.,10110,0-2620-8777,0-2620-8778,https://www.boutiquecorporation.com
BCH,บริษัท บางกอก เชน ฮอสปิทอล จำกัด (มหาชน),SET,บริการ,การแพทย์,44 หมู่ 4 ตำบลปากเกร็ด อำเภอปากเกร็ด นนทบุรี,11120,0-2836-9999,0-2106-4858,www.bangkokchainhospital.com
BCP,บริษัท บางจาก คอร์ปอเรชั่น จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,เลขที่ 2098 อาคารเอ็ม ทาวเวอร์ ชั้น 8 ถนนสุขุมวิท แขวงพระโขนงใต้ เขตพระโขนง กทม.,10260,0-2335-8888,0-2335-8000,http://www.bangchak.co.th
BCPG,บริษัท บีซีพีจี จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,อาคาร เอ็ม ทาวเวอร์ ชั้น 12 เลขที่ 2098 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กทม.,10260,-,-,www.bcpggroup.com
BCT,บริษัท เบอร์ล่า คาร์บอน (ไทยแลนด์) จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,"อาคารมหาทุนพลาซ่า ชั้น 12, 888/122,128 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม.",10330,0-2253-6745-54,"0-2254-9031, 0-2253-2812",www.birlacarbon.com
BDMS,บริษัท กรุงเทพดุสิตเวชการ จำกัด(มหาชน),SET,บริการ,การแพทย์,เลขที่ 2 ซอยศูนย์วิจัย 7 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กทม.,10310,0-2310-3000,"0-2318-1546 , 0-2310-3327",www.bangkokhospital.com
BEAUTY,บริษัท บิวตี้ คอมมูนิตี้ จำกัด (มหาชน),SET,บริการ,พาณิชย์,เลขที่ 10/915 ซอยนวลจันทร์ 34 แขวงนวลจันทร์ เขตบึงกุ่ม กทม.,10230,0-2946-0700-6,0-2946-1571,WWW.BEAUTYCOMMUNITY.CO.TH
BEC,บริษัท บีอีซี เวิลด์ จำกัด (มหาชน),SET,บริการ,สื่อและสิ่งพิมพ์,"อาคารมาลีนนท์ ทาวเวอร์, 3199 ถนนพระรามสี่ แขวงคลองตัน เขตคลองเตย กทม.",10110,"0-2204-3333, 0-2262-3333",0-2204-1384,www.becworld.com
BEM,บริษัท ทางด่วนและรถไฟฟ้ากรุงเทพ จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,587 ถนนสุทธิสารวินิจฉัย แขวงรัชดาภิเษก เขตดินแดง กทม.,10400,"0-2641-4611, 0-2354-2000","0-2641-4610, 0-2354-2040",www.bemplc.co.th
BFIT,บริษัทเงินทุน ศรีสวัสดิ์ จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,"99/392 อาคารศรีสวัสดิ์ ชั้น 1,3,5,6 ซอยแจ้งวัฒนะ 10 แยก 3 ถนนแจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กทม.",10210,0-2073-0677,0-2073-0670,www.bfit.co.th
BGC,บริษัท บีจี คอนเทนเนอร์ กล๊าส จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,47/1 หมู่ 2 ตำบลบึงยี่โถ อำเภอธัญบุรี ปทุมธานี,12130,0-2834-7000,0-2533-1140,www.bgc.co.th
BGRIM,บริษัท บี.กริม เพาเวอร์ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,5 ถนนกรุงเทพกรีฑา แขวงหัวหมาก เขตบางกะปิ กทม.,10240,0-2710-3400,0-2379-4245,http://www.bgrimmpower.com
BGT,บริษัท บีจีที คอร์ปอเรชั่น จำกัด (มหาชน),mai,สินค้าอุปโภคบริโภค,-,เลขที่ 188 ถนนสุวินทวงศ์ แขวงมีนบุรี เขตมีนบุรี กทม.,10510,0-2540-2888,0-2540-1953,http://www.bodyglove.co.th
BH,บริษัท โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),SET,บริการ,การแพทย์,33 ถนนสุขุมวิท ซอย 3 (ซอยนานาเหนือ) แขวงคลองเตยเหนือ เขตวัฒนา กทม.,10110,0-2667-1000,0-2667-2525,www.bumrungrad.com
BIG,บริษัท บิ๊ก คาเมร่า คอร์ปอเรชั่น จำกัด (มหาชน),SET,บริการ,พาณิชย์,"เลขที่ 115, 115/1 ถนนสวัสดิการ 1 แขวงหนองแขม เขตหนองแขม กทม.",10160,0-2809-9956-65,0-2809-9950,www.bigcamera.co.th
BIZ,บริษัท บิสซิเนสอะไลเม้นท์ จำกัด (มหาชน),mai,สินค้าอุปโภคบริโภค,-,92/45 อาคารสาธรธานี 2 ชั้น 16 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กทม.,10500,0-2636-6828-9,0-2236-3167,www.bizalignment.com
BJC,บริษัท เบอร์ลี่ ยุคเกอร์ จำกัด (มหาชน),SET,บริการ,พาณิชย์,อาคารเบอร์ลี่ ยุคเกอร์ 99 ซอยรูเบีย ถนนสุขุมวิท 42 แขวงพระโขนง เขตคลองเตย กทม.,10110,"0-2367-1111, 0-2381-4520-39","0-2367-1000, 0-2381-4545",www.bjc.co.th
BJCHI,บริษัท บีเจซี เฮฟวี่ อินดัสทรี จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,เลขที่ 594 หมู่ 4 ตำบลมะขามคู่ อำเภอนิคมพัฒนา ระยอง,21180,0-3301-7345,0-3301-7348,www.bjc1994.com
BKD,บริษัท บางกอก เดค-คอน จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,เลขที่ 52/3 หมู่ 8 ถนนบางบัวทอง - สุพรรณบุรี ตำบลละหาร อำเภอบางบัวทอง นนทบุรี,11110,0-2925-5777,0-2925-5778,www.bangkokdeccon.com
BKI,บริษัท กรุงเทพประกันภัย จำกัด (มหาชน),SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,"อาคารกรุงเทพประกันภัย, 25 ถนนสาทรใต้ กทม.",10120,0-2285-8888,0-2610-2100,www.bangkokinsurance.com
